zinc,,Smiles,Dock,SA,HBA,HBD,ROTB,LOGP,QED,MW
ZINC000002918423,,Fc1cccc(Cl)c1[C@H]1C[C@@H](c2ccc(Cl)cc2)Nc2nnnn21,-8.8,3.566265578,4,1,2,4.2653,0.738156817,364.2
ZINC000003581327,,Cc1nc2cccc(F)c2c(N)c1CSCc1cccc(C(O)(O)C(F)(F)F)c1,-8.8,2.936808252,5,3,5,4.39762,0.416434966,426.4
ZINC000003644903,,COc1cc2c(ccc3c4c(c(O)c(OC)c32)CN(C)CC4)cc1O,-8.8,2.668303104,5,2,2,3.4093,0.700758328,339.4
ZINC000003786250,,Cc1cccc(NC(=O)N[C@@H]2N=C(c3ccccc3)c3ccccc3N(CC(=O)c3ccccc3C)C2=O)c1,-8.8,2.866035693,3,2,6,5.51814,0.330849861,516.6
ZINC000003795983,,N[C@@H]1CN(c2c(F)cc3c(=O)c(C(=O)O)cn([C@@H]4C[C@@H]4F)c3c2Cl)CC12CC2,-8.8,4.490551834,5,2,3,2.7026,0.813309054,409.8
ZINC000003815419,,C[C@]12CC[C@@H]3c4cc(O)c(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,-8.8,3.735289811,3,3,0,3.3148,0.641820461,288.4
ZINC000003830785,,CCCCC(=O)O[C@H]1CC[C@@H]2[C@H]3CCc4cc(O)ccc4[C@@H]3CC[C@]12C,-8.8,3.678931637,3,1,4,5.3503,0.739742671,356.5
ZINC000003869898,,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@@H]3[C@@H]1CCC2=O,-8.8,3.4739107,2,1,0,3.8174,0.777884424,270.4
ZINC000003871842,,CN(C)C(=O)COC(=O)Cc1ccc(OC(=O)c2ccc(N=C(N)N)cc2)cc1,-8.8,2.279761652,7,2,7,0.9846,0.306883196,398.4
ZINC000003872177,,CC1(C)[C@H](C=C(Cl)Cl)[C@H]1C(=O)O[C@@H](C#N)c1cccc(Oc2ccccc2)c1,-8.8,3.574971083,4,0,6,6.17798,0.528046798,416.3
ZINC000003918428,,Oc1ccc2c(c1)CC[C@H](c1ccccc1)[C@@H]2c1ccc(OCCN2CCCC2)cc1,-8.8,2.937919254,3,1,6,5.7287,0.560211624,413.6
ZINC000003936035,,Cc1cc(F)ccc1[C@H]1CNCCN1C(=O)N(C)[C@H](C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,-8.8,3.550419313,2,1,3,5.93102,0.540553071,491.5
ZINC000003973334,,C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,-8.8,4.304874521,2,0,0,4.0295,0.676089554,296.4
ZINC000003986240,,Cc1nc2cc(NC(=O)c3ccc(-c4ccc(F)cc4)nc3C)ccc2s1,-8.8,2.121396092,3,1,3,5.36654,0.522370387,377.4
ZINC000004098734,,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@]2(O)C3=O)O1,-8.8,4.022733471,7,1,3,2.8073,0.779308444,410.4
ZINC000004098966,,CC1(C)[C@@H](C=C(Cl)Cl)[C@H]1C(=O)O[C@@H](C#N)c1ccc(F)c(Oc2ccccc2)c1,-8.8,3.673593371,4,0,6,6.31708,0.499726358,434.3
ZINC000004214899,,CN(C)CCCN(C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,-8.8,4.340543385,3,1,5,4.5622,0.699402708,388.6
ZINC000004215189,,Cc1cc(C(=C2C=CC(=N)C=C2)c2ccc(N)cc2C)ccc1N,-8.8,2.90208401,2,3,2,4.41551,0.717675424,315.4
ZINC000004693069,,O=C(Nc1nc(-c2ccccc2)cs1)c1ccc(Cl)cc1,-8.8,1.599234289,2,1,3,4.7158,0.759984783,314.8
ZINC000005104406,,CC(C)C1=CC2=C(CC1)[C@]1(C)CCC[C@](C)(C(=O)O)[C@@H]1CC2,-8.8,4.119413345,2,1,2,5.3503,0.746194436,302.5
ZINC000005359804,,CC(C)C1=CC2=CC[C@@H]3[C@](C)(CO)CCC[C@]3(C)[C@@H]2CC1,-8.8,4.277965483,1,1,2,5.1139,0.747966208,288.5
ZINC000005386772,,COc1cc(-c2ccc3c(c2)OCO3)nc2ccccc12,-8.8,1.900387293,4,0,2,3.6391,0.717792146,279.3
ZINC000005493884,,CC[C@H](CNC(=O)c1ccc(S(N)(=O)=O)cc1)c1ccc2[nH]ccc2c1,-8.8,2.695246575,3,3,6,2.7389,0.620230749,371.5
ZINC000005504117,,Cc1cccc(-c2cc(=O)c3cc(C)cnc3[nH]2)c1,-8.8,2.233618174,2,1,1,3.20694,0.720465675,250.3
ZINC000005752379,,C[C@H]1c2ccccc2[C@@H](CCCN(C)C)c2cc(C(F)(F)F)ccc21,-8.8,3.246797723,1,0,4,5.6443,0.69124033,347.4
ZINC000005761537,,CC(C)=CCCC1=CC[C@H]2C(=O)c3c(C=O)c(O)c(O)c(C(C)C)c3C(=O)[C@@]2(C)C1,-8.8,4.446646347,5,2,5,5.5018,0.379738136,410.5
ZINC000005911680,,COc1ccccc1-c1n[nH]c(SCc2ccccc2)n1,-8.8,2.063950568,4,1,5,3.7726,0.728273421,297.4
ZINC000005974460,,Nc1nc(N)c2c(/C=C/c3ccccc3)cccc2n1,-8.8,2.210089801,4,2,2,2.9646,0.69588674,262.3
ZINC000006013390,,CS(=O)(=O)Nc1ccc2c(c1)[C@@H](O)CC1(CCN([C@H]3CCc4cc(C#N)ccc4C3)CC1)O2,-8.8,4.025958489,6,2,3,3.13778,0.719036039,467.6
ZINC000006649233,,O=C(NCc1ccccc1)c1cc2ccccc2[nH]1,-8.8,1.640464603,1,2,3,3.0979,0.73677562,250.3
ZINC000008167942,,COc1cccc(NC(=O)NC23CC4CC(CC(C4)C2)C3)c1,-8.8,3.278154661,2,2,3,3.7855,0.892108136,300.4
ZINC000008332573,,C[C@H](CNC(=O)c1cnc2ccccc2n1)c1ccccc1,-8.8,2.321987726,3,1,4,3.1633,0.8030105,291.4
ZINC000008551816,,C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@@H]3C[C@H](O)[C@]12C,-8.8,4.434738677,5,4,6,3.5941,0.495705686,449.6
ZINC000012496191,,CC(/C=C/[C@H]1[C@@H](C)CCCC1(C)C)=C\C=C\C(C)=C\C(=O)O,-8.8,3.895938445,2,1,5,5.5384,0.534624321,302.5
ZINC000012496354,,C[C@]12CC[C@@H]3[C@H]4CC[C@H](O)CC4=CC[C@H]3[C@@H]1CC[C@@H]2O,-8.8,4.282072781,2,2,0,3.2809,0.666601344,276.4
ZINC000012500945,,C[C@@H]1CC(=O)NN=C1c1ccc(NC2=C(Cc3cccc(I)c3)C(=O)CCC2)cc1,-8.8,3.381609841,3,2,5,4.813,0.564196532,513.4
ZINC000013301805,,CC(C)C1=CC2=C(CC1)[C@]1(C)CCC[C@@](C)(C=O)[C@@H]1CC2,-8.8,4.363630664,1,0,2,5.4646,0.615563581,286.5
ZINC000013301892,,CC(C)C1=CC2=CC[C@H]3[C@@](C)(C=O)CCC[C@]3(C)[C@@H]2CC1,-8.8,4.430043998,1,0,2,5.3205,0.627773548,286.5
ZINC000013340631,,COc1cc(CC[C@H]2C[C@@H](O)C[C@H](c3cc(OC)c(O)c(OC)c3)O2)ccc1O,-8.8,3.415399268,7,3,7,3.3374,0.651072435,404.5
ZINC000013409862,,COc1ccc2c(c1)oc(=O)c1c3ccc(O)cc3oc21,-8.8,2.311822851,5,1,1,3.4066,0.541517357,282.3
ZINC000013411700,,CCO[C@H]1OC[C@@H](Cc2ccc3c(c2)OCO3)[C@@H]1Cc1ccc2c(c1)OCO2,-8.8,3.612407199,6,0,6,3.5544,0.759215567,384.4
ZINC000013474402,,O=C(CCCCCC(=O)c1ccc2ccccc2c1)NO,-8.8,1.892835928,3,2,7,3.4784,0.354079006,285.3
ZINC000013475083,,Cc1cc(OCC(=O)O)cc(C)c1Cc1ccc(O)c(C(C)C)c1,-8.8,2.234826887,4,2,6,4.18664,0.834322413,328.4
ZINC000013553311,,O=C(CCCCCCOc1ccc(-c2ccccc2)cc1)C(F)(F)F,-8.8,1.915968463,2,0,9,5.8143,0.5331733,350.4
ZINC000013611233,,O=C(Nc1cccc(O)c1C(=O)O)c1cccc(Oc2ccccc2)c1,-8.8,1.894239261,5,3,5,4.135,0.643382887,349.3
ZINC000013611236,,O=C(Nc1ccccc1C(=O)O)c1cccc(Oc2ccncc2)c1,-8.8,1.820382005,5,2,5,3.8244,0.740201465,334.3
ZINC000013644983,,Oc1ccc(-c2ccc3cc(O)ccc3c2)cc1,-8.8,1.712174598,2,2,1,3.918,0.671941445,236.3
ZINC000013644993,,Oc1ccc2cc(-c3ccccc3O)ccc2c1,-8.8,1.784070751,2,2,1,3.918,0.671941445,236.3
ZINC000013645011,,Oc1ccc(-c2ccc3c(Br)c(O)ccc3c2)cc1,-8.8,1.980497661,2,2,1,4.6805,0.684297316,315.2
ZINC000013645024,,Cc1c(O)ccc2cc(-c3ccc(O)cc3)ccc12,-8.8,1.880684841,2,2,1,4.22642,0.678263167,250.3
ZINC000013679220,,CC(=O)Nc1cccc(-c2cncc(Nc3ccccc3)n2)c1,-8.8,1.954538166,4,2,4,3.8456,0.768113587,304.4
ZINC000013728535,,c1ccc(COc2cc3c(cn2)[nH]c2ccccc23)cc1,-8.8,1.966346917,2,1,3,4.2951,0.60469869,274.3
ZINC000013814070,,[N-]=[N+]=Nc1cccc(-c2cc(I)cc3cccnc23)c1,-8.8,2.675492453,1,0,2,5.4482,0.255441662,372.2
ZINC000013897031,,CC1=C(/C=C/C(C)=C/C=C(C(/C)=C\C(=O)O)\c2cccc(C(=O)O)c2)C(C)(C)CCC1,-8.8,3.192286671,4,2,7,6.8282,0.374440937,420.5
ZINC000013910918,,O=C(CCCCc1ccc(-c2ccccc2)cc1)NO,-8.8,1.64214683,2,2,6,3.5718,0.478255495,269.3
ZINC000014587259,,C/C(=C\COc1ccc2ccc(=O)oc2c1)CC[C@@H](O)C(C)(C)O,-8.8,3.109612099,5,2,7,3.0301,0.601642997,332.4
ZINC000014591311,,O=C(/C=C/CC/C=C\c1ccc2c(c1)OCO2)N1CCCC1,-8.8,2.458736375,3,0,5,3.3873,0.617750307,299.4
ZINC000014610478,,CC(C)=CCC/C(C)=C\Cc1c(O)c(C=O)cc2c1[nH]c1ccccc12,-8.8,2.885688288,2,2,6,6.0744,0.419558106,347.5
ZINC000014618589,,COC(C)(C)c1cc2c(ccc3ccc(=O)oc32)o1,-8.8,2.900786825,4,0,2,3.4207,0.660747636,258.3
ZINC000014646740,,COc1cc(C[C@@H]2C(=O)OC[C@@H]2Cc2ccc3c(c2)OCO3)cc2c1OCO2,-8.8,3.394417462,7,0,5,2.727,0.734161785,384.4
ZINC000014690081,,Cc1ccc2c(c1CC[C@@H](O)C(C)(C)O)C(=O)C(=O)C(C(C)C)=C2,-8.8,3.464472139,4,2,5,2.86422,0.814217115,330.4
ZINC000014690717,,C=C1[C@H]2CC[C@H](C2)[C@]1(C)CC/C=C(/C)COC(=O)Cc1ccccc1,-8.8,4.361524294,2,0,7,5.4912,0.485136428,338.5
ZINC000014819147,,CC(C)=CCc1cc(/C=C/C(=O)c2ccc(O)cc2O)ccc1O,-8.8,2.498325811,4,3,5,4.2082,0.437277878,324.4
ZINC000014820483,,COc1ccc2c(c1)O[C@H]1c3ccc(O)c(OC)c3OC[C@@H]21,-8.8,3.354124215,5,1,2,3.0191,0.923602879,300.3
ZINC000014960600,,O=C(Nc1ccccc1C(=O)O)c1ccc2cc(Br)ccc2c1,-8.8,1.720145927,3,2,3,4.5528,0.7108084,370.2
ZINC000015112357,,COc1cc(CC[C@@H]2C[C@@H](O)C[C@@H](c3cc(O)c(O)c(OC)c3)O2)ccc1O,-8.8,3.496894752,7,4,6,3.0344,0.561514019,390.4
ZINC000015216617,,O=C(O)c1cc2c([nH]c3ccccc32)c(-c2ccc(CO)o2)n1,-8.8,2.475674738,5,3,3,3.1666,0.539615567,308.3
ZINC000015249210,,CC(C)CNC(=O)/C=C/CC/C=C/c1ccc2c(c1)OCO2,-8.8,2.50847061,3,1,7,3.5371,0.618793582,301.4
ZINC000015261718,,COc1ccc2c(c1)O[C@H]1c3cc4cc(C(C)(C)O)oc4cc3OC[C@]21O,-8.8,3.840690614,6,2,2,3.3825,0.721717472,368.4
ZINC000015261720,,COc1ccc2c(c1)O[C@H]1c3cc4cc(C(C)(C)O)oc4cc3OC[C@@]21O,-8.8,3.840690614,6,2,2,3.3825,0.721717472,368.4
ZINC000016052803,,Oc1ccc(Cc2nnc3ccc(-c4ccccc4)nn23)cc1,-8.8,2.063129818,4,1,3,3.0877,0.631445153,302.3
ZINC000019632618,,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,-8.8,2.331659765,7,2,7,4.59032,0.389416163,493.6
ZINC000019774244,,O=C(NCCCN1CCOCC1)c1cnn2c(-c3ccccc3)cc(-c3ccccc3)nc12,-8.8,2.289349837,5,1,7,3.5154,0.444551981,441.5
ZINC000021289776,,C[C@H](Nc1nccc(-c2c(-c3cccc(C(F)(F)F)c3)nc(C3CCNCC3)n2C)n1)c1ccccc1,-8.8,3.223218448,5,2,6,6.203,0.325835221,506.6
ZINC000021290045,,O=C(O)C1CCN(c2nc(NCc3ccc4c(c3)OCO4)c3cc(Cl)ccc3n2)CC1,-8.8,2.388932934,8,2,5,3.925,0.615703427,440.9
ZINC000022061277,,O=c1n(CCCN2CCN(c3ccc(O)c(Cl)c3)CC2)nc2ccccn12,-8.8,2.381992234,5,1,5,2.0673,0.725596968,387.9
ZINC000022463265,,CC(C)NC(=O)CN1CCN(Cc2nc3ccccc3n2CCC(=O)c2ccccc2)CC1,-8.8,2.211868738,5,1,9,2.9515,0.510943937,447.6
ZINC000024770217,,CC[C@H]1CNCc2ccc(NC(=O)c3ccc4cc(C(=N)N)ccc4c3)cc21,-8.8,2.910372923,3,4,4,3.97297,0.412429202,372.5
ZINC000024802816,,Cc1cccc(-c2cc3cc(C(=N)N)ccc3[nH]2)c1,-8.8,2.108536123,1,3,2,3.42739,0.472529578,249.3
ZINC000026247459,,CN(O)C(=O)/C=C/c1ccc2ccccc2c1,-8.8,2.138279082,2,1,2,2.7006,0.486552094,227.3
ZINC000027439698,,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,-8.8,2.604071673,7,2,9,4.3915,0.34297263,485.9
ZINC000027939121,,O=C(NC1CCN(CCc2ccccc2)CC1)c1ccc2ccccc2c1,-8.8,1.790330193,2,1,5,4.2767,0.73836968,358.5
ZINC000028568446,,CCOC[C@H]1C[C@@H]2[C@@H]3CCc4cc(O)ccc4[C@@H]3CC[C@]2(C)C1=O,-8.8,3.984759422,3,1,3,4.08,0.909213067,328.5
ZINC000028568546,,CN(C)c1ccc(/C=C2\C[C@@H]3[C@@H]4CCc5cc(O)ccc5[C@@H]4CC[C@]3(C)C2=O)cc1,-8.8,3.710807161,3,1,2,5.5769,0.668270779,401.6
ZINC000028603975,,CC(C)c1nc2nc(-c3ccccc3)cc(-c3ccccc3)c2[nH]1,-8.8,2.181651266,2,1,3,5.4153,0.548792522,313.4
ZINC000028643021,,OCCN1CCN(CC/C=C2\c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,-8.8,2.620731814,4,1,5,4.6017,0.63497204,434.5
ZINC000028710052,,COc1cc(OC)nc(-c2ccc3ccc(C)nc3c2)n1,-8.8,2.23899439,5,0,3,3.01742,0.738279395,281.3
ZINC000028710053,,Cc1cc(C)nc(-c2ccc3ccc(C)nc3c2)n1,-8.8,2.055066892,3,0,1,3.61706,0.660862433,249.3
ZINC000028712015,,CCS(=O)(=O)c1ccc(-c2ccc(NC(N)=O)c(F)c2)cc1,-8.8,1.960442588,3,2,4,2.7769,0.906743327,322.4
ZINC000028817145,,OC1(Cc2ccccc2)CCN(C(c2ccccc2)c2ccccc2)CC1,-8.8,2.051517116,2,1,5,4.8456,0.705782073,357.5
ZINC000028822664,,N[C@H]1C[C@@H](N2CCn3c(nnc3C(F)(F)F)C2)CC[C@@H]1c1cc(F)c(F)cc1F,-8.8,3.89197491,4,1,2,3.1934,0.600179318,419.4
ZINC000028823073,,Cc1ccc2ccc(-c3cc(Br)cc(C#N)c3)cc2n1,-8.8,2.191477739,2,0,1,4.8444,0.642076627,323.2
ZINC000028825060,,N#Cc1ccc(-c2ccccc2C(F)(F)F)cc1C(F)(F)F,-8.8,2.172553344,1,0,1,5.26288,0.658272371,315.2
ZINC000029048539,,O[C@H](c1ccccc1)c1cc(C(F)(F)F)nc2ccccc12,-8.8,2.522299629,2,1,2,4.3353,0.763879261,303.3
ZINC000029051898,,CCCCCCN(C)c1ccc(C(=O)Nc2cnc3ccccc3c2)cc1,-8.8,2.000765015,3,1,8,5.5036,0.538594806,361.5
ZINC000029051999,,CCCCN(C)c1ccc(C(=O)Nc2cnc3ccccc3c2)cc1,-8.8,1.944982005,3,1,6,4.7234,0.709515335,333.4
ZINC000029055853,,Oc1cccc(-c2cnc3cc(O)ccc3c2)c1,-8.8,2.00734797,3,2,1,3.313,0.682274369,237.3
ZINC000030731390,,CC(/C=C/[C@@]12O[C@]1(C)CCCC2(C)C)=C\C=C\C(C)=C\C(=O)O,-8.8,4.167301709,3,1,5,4.8138,0.449504151,316.4
ZINC000032149231,,Cc1ccc(S(=O)(=O)c2ccc3ccccc3c2)cc1,-8.8,1.627776524,2,0,2,3.98102,0.712135836,282.4
ZINC000033360147,,N=C(N)c1ccc2[nH]c(-c3cccc(OC4CCCC4)c3O)cc2c1,-8.8,2.513991621,3,4,4,4.14597,0.425984343,335.4
ZINC000033852252,,Cc1cccc(C)c1NCCNC[C@H](O)COc1cccc2[nH]ncc12,-8.8,2.845177483,5,4,9,2.62114,0.444205228,354.5
ZINC000033999019,,NC(N)=NC(=O)c1ccc(N2CCN(C(=O)c3ccc[nH]3)CC2)c(C(F)(F)F)c1,-8.8,2.641497614,5,3,3,1.4095,0.523863796,408.4
ZINC000034285196,,NC(=O)c1cccc(Nc2nccc(Nc3c(Cl)ccc4c3OCO4)n2)c1,-8.8,2.481096968,7,3,5,3.4448,0.618245173,383.8
ZINC000034635756,,CS(=O)(=O)c1ccc2c(c1)nc1n2C[C@H](N)[C@@H](c2cc(F)c(F)cc2F)C1,-8.8,3.514982003,4,1,2,2.5243,0.676709454,395.4
ZINC000034804054,,O=C1NC(=O)c2c1ccc1[nH]c3ccc(O)cc3c21,-8.8,2.462251508,3,3,0,1.9103,0.534347396,252.2
ZINC000034986938,,c1ccc2cc([C@]34CNC[C@H]3C4)ccc2c1,-8.8,3.093352905,1,1,1,2.7007,0.761128742,209.3
ZINC000036221689,,O=C(Nc1ccccc1)Oc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CC1)CC3,-8.8,4.101001659,3,1,4,5.7659,0.688287456,416.6
ZINC000036294609,,CCCCCn1cc(C(=O)c2cccc3ccccc23)cc1-c1cccc(F)c1,-8.8,2.245814922,1,0,7,6.8686,0.251284078,385.5
ZINC000038270273,,CC(C)(C)c1ccc(-n2nnnc2SCC(=O)Nc2ccc(C#CCO)cc2Cl)c(Cl)c1,-8.8,2.611697611,6,2,5,4.3412,0.408459721,490.4
ZINC000038296070,,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,-8.8,4.239000035,2,2,0,4.0611,0.662549231,304.5
ZINC000039112944,,Nc1nc(N)c2nc(CN3c4ccc(O)cc4C=CC4=CCC=C[C@@H]43)cnc2n1,-8.8,3.915076234,8,3,2,2.5781,0.574514428,385.4
ZINC000039127174,,CC(=O)O[C@H](C(=O)Nc1cccc2c1C(=O)C(=O)NC2=O)c1cccc(Cl)c1,-8.8,2.857082044,6,2,4,2.0356,0.460249111,400.8
ZINC000040763404,,C[C@]12CC[C@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@H](C(=O)NCc1ccco1)[C@@H]2O,-8.8,3.973626063,4,3,3,3.7447,0.739267824,395.5
ZINC000040933989,,CCCC(=O)Nc1ccc2c(c1)C(=O)c1cc(NC(=O)CCC)ccc1C2=O,-8.8,2.098398077,4,2,6,3.9392,0.679459269,378.4
ZINC000043150989,,COC(=O)N1CCC(CN2CCC(CNC(=O)c3cccc4[nH]c(C(C)C)nc34)CC2)CC1,-8.8,2.609442191,5,2,6,3.6065,0.694514846,455.6
ZINC000043178928,,Nc1nc(-c2ccccc2)nc2[nH]nc(Nc3ccccc3)c12,-8.8,2.258024615,5,3,3,3.3457,0.539481729,302.3
ZINC000043194074,,Cn1ncc2c(NC(=O)NCc3ccc(C(F)(F)F)cc3CCC(C)(C)C)cccc21,-8.8,2.562830219,2,2,5,5.8925,0.527954226,432.5
ZINC000043195316,,OCCn1cc(-c2cnc3nnn(Cc4ccc5ncccc5c4)c3n2)cn1,-8.8,2.696874829,7,1,5,1.6736,0.499907123,372.4
ZINC000043196230,,CC(=O)NCC(=O)N1[C@H]2CC[C@@H]1c1ccc(Nc3ncc(C(F)(F)F)c(NC4CCC4)n3)cc12,-8.8,4.29662651,6,3,6,4.0577,0.584198065,474.5
ZINC000043203816,,Cc1nc2ccc(NCc3cccc(C(F)(F)F)c3)cc2n(CCNC(=O)CO)c1=O,-8.8,2.45651551,5,3,7,2.44432,0.530996689,434.4
ZINC000044460341,,COC(=O)N(CC(=O)O)Cc1cccc(OCc2nc(-c3ccc(Cl)cc3)oc2C)c1,-8.8,2.363255428,7,1,8,4.53542,0.543840997,444.9
ZINC000045245531,,COc1ccc2[nH]c(-c3ccc(S(C)(=O)=O)cc3)cc2c1,-8.8,1.947448053,3,1,3,3.247,0.807583025,301.4
ZINC000045285914,,NC(=O)Cc1cc(=O)oc2cc(OCc3ccccc3)ccc12,-8.8,1.975799214,4,1,5,2.3998,0.733627187,309.3
ZINC000045350658,,CCCOc1ccc(NC(=O)O/N=C/c2ccccc2)cc1,-8.8,1.95885028,3,1,6,4.058,0.496820427,298.3
ZINC000045357383,,COc1ccc2c(=S)cc(-c3ccc(C)cc3)oc2c1,-8.8,2.109450208,3,0,2,5.14631,0.607115919,282.4
ZINC000045366712,,CS(=O)(=O)c1ccc(-c2nc3ccccc3cc2-c2ccccc2)cc1,-8.8,1.836668874,3,0,3,4.9723,0.518607346,359.5
ZINC000049036193,,COc1ccc(S(=O)(=O)N2C[C@H](C(=O)N3CCCNCC3)c3ccccc32)c2ccccc12,-8.8,2.991671728,5,1,4,2.9628,0.641033634,465.6
ZINC000049072603,,O=C(N[C@H](CC#Cc1ccccc1)C(=O)O)c1ccc2ccccc2c1,-8.8,2.507318407,3,2,4,3.4646,0.713057902,343.4
ZINC000049087633,,Cc1cccc(C[C@H](CC(=O)O)NC(=O)c2ccc3ccccc3c2)c1,-8.8,2.344591396,3,2,6,3.96402,0.709074146,347.4
ZINC000049089791,,Cc1ccc2ccc(-c3ccc(Cl)cc3C#N)cc2n1,-8.8,2.072529561,2,0,1,4.7353,0.644765645,278.7
ZINC000049114371,,CCCCCCNC(=O)Nc1ccc(S(=O)(=O)Nc2ccccc2)cc1,-8.8,1.764448408,3,3,9,4.1892,0.57438652,375.5
ZINC000049878561,,CC[C@@H](Oc1cccc(-n2c(C)c(C(=O)c3ccc(OC)cc3)c3ccc(OC(F)(F)F)cc32)c1)C(=O)O,-8.8,3.022780576,6,1,9,6.31912,0.256522501,527.5
ZINC000049881670,,O=C(CCCl)Nc1ccc2c(c1)C(=O)c1cc(NC(=O)CCCl)ccc1C2=O,-8.8,2.30051287,4,2,6,3.5968,0.597623348,419.3
ZINC000052509366,,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,-8.8,2.636979674,4,2,7,5.5442,0.333090633,489.9
ZINC000052968935,,CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(CCc4ccccc4)[C@H]2N3C)cc1,-8.8,3.269872723,4,1,6,6.4029,0.453504597,469.6
ZINC000053294263,,C[C@@H](Oc1ccc(S(C)(=O)=O)cc1C(=O)N1CCN(c2ncc(C(F)(F)F)cc2F)CC1)C(F)(F)F,-8.8,3.169040469,6,0,5,3.935,0.532203518,543.5
ZINC000053295795,,CC(C)c1ccc2c(c1)[nH]c1ccccc12,-8.8,1.801195633,0,1,1,4.4445,0.609314615,209.3
ZINC000053683345,,COc1cc2/c(=N\c3ccc(Br)cc3F)nc[nH]c2cc1OCC1CCN(C)CC1,-8.8,2.948365625,4,1,5,4.4261,0.593560925,475.4
ZINC000058563784,,Fc1cccc(-c2ccc(Cc3ccncc3)cc2)c1,-8.8,1.682936134,1,0,3,4.4785,0.678666782,263.3
ZINC000058563870,,Fc1ccc(-c2ccc(Cc3ccncc3)cc2)cc1F,-8.8,1.773434793,1,0,3,4.6176,0.682448738,281.3
ZINC000058591215,,Oc1nc(OC/C=C/c2ccccc2)nc2ncccc12,-8.8,2.531633447,5,1,4,2.8226,0.794979804,279.3
ZINC000058660990,,O=C(NC[C@H](NC(=O)c1c(Cl)cc2c(c1Cl)CCN(C(=O)c1ccc3ccoc3c1)C2)C(=O)O)c1cccs1,-8.8,3.354696987,6,3,7,4.6126,0.290224208,586.5
ZINC000062224909,,Oc1ccc(-c2ccc([C@@H](O)c3ccncc3)cc2)cc1,-8.8,2.332622606,3,2,3,3.5359,0.769626857,277.3
ZINC000064448159,,CC(C)CC[C@@](C)(O)[C@@]1(C)Cc2c(O)c(C(=O)CC(C)C)c3oc(=O)cc(-c4ccccc4)c3c2O1,-8.8,4.035331908,6,2,8,6.2752,0.283905632,492.6
ZINC000067664978,,O=C(O)c1cccc2[nH]c(=O)n(Cc3ccc(-c4ccccc4-c4nnn[nH]4)cc3)c12,-8.8,2.575463704,6,3,5,2.9232,0.406960102,412.4
ZINC000068202085,,CCN(C)C(=O)c1cccc(-c2ccc3c(c2)CC[C@@H](N2CCCC2)C3)c1,-8.8,2.698058027,2,0,4,4.3986,0.804814127,362.5
ZINC000068245097,,Cc1cc(Nc2cc(CN3CCOCC3)c3nc(C)c(Cc4ccc(Cl)cc4F)n3n2)[nH]n1,-8.8,3.196968657,6,2,6,4.02834,0.443384377,470
ZINC000068247723,,Cc1noc(-c2ccc(-c3ccc(CC(=O)O)cc3)cc2)c1NC(=O)O[C@H](C)c1ccccc1,-8.8,2.771333013,6,2,7,6.25382,0.340595155,456.5
ZINC000084652425,,C[C@H](C(=O)NCc1ccc(C(C)(C)C)cc1)c1ccc(NS(C)(=O)=O)c(F)c1,-8.8,2.625834923,3,2,6,3.9146,0.763607588,406.5
ZINC000084758638,,C[C@@H](CN1CC[C@H]2c3ccccc3C[C@@H]1C2(C)C)OCc1ccccc1,-8.8,4.134890292,2,0,5,5.0321,0.750319436,349.5
ZINC000085589229,,C/C(=C\CC[C@]1(C)CCc2c(C)c(O)c(C)c(C)c2O1)CC/C=C(\C)C(=O)O,-8.8,3.521483539,4,2,7,5.93876,0.449490897,386.5
ZINC000085996405,,Oc1ccc(Cc2ncc[nH]2)cc1Oc1cccc(Cc2ncc[nH]2)c1,-8.8,2.581582337,4,3,6,3.8123,0.495326986,346.4
ZINC000086047411,,C=C1CCC[C@@]2(C)c3ccc(C(C)C)cc3CC[C@H]12,-8.8,3.391309723,0,0,1,5.3702,0.590950053,254.4
