zinc,,Smiles,Dock,SA,HBA,HBD,ROTB,LOGP,QED,MW
ZINC000001665651,,N=C(N)c1ccc(OCCCOc2ccc(C(=N)N)cc2Br)c(Br)c1,-7.8,2.335181671,4,4,8,3.62764,0.267865491,470.2
ZINC000001842649,,C[C@@H](Sc1nc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)o1)C(=O)O,-7.8,2.63225167,5,1,5,5.8806,0.547706017,394.3
ZINC000001842745,,C[C@H](c1ccccc1)[C@H]1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1,-7.8,3.665259625,5,3,3,1.821,0.724424599,401.9
ZINC000001846318,,CC(C)(C)C(=O)O[C@H]1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O,-7.8,2.946051791,3,1,2,4.0449,0.810849001,370.8
ZINC000001846331,,CC(C)(Oc1ccc([C@@H](O)c2ccc(Cl)cc2)cc1)C(=O)O,-7.8,2.443059505,4,2,5,3.6637,0.881884378,320.8
ZINC000001846432,,O=C(O)c1ccc(OCCCOc2ccc(C(=O)O)cc2)cc1,-7.8,1.633100483,6,2,8,2.9309,0.727356696,316.3
ZINC000001914575,,COCCCOc1cc2[n+](cc1C)-c1nc3ccccc3n1SC2,-7.8,3.509400496,4,0,5,3.04662,0.527761848,342.4
ZINC000002005956,,O=C1NCCC[C@H]1N1C(=O)c2ccccc2S1(=O)=O,-7.8,3.064845193,4,1,1,0.1097,0.791090167,280.3
ZINC000002015297,,CNCCC[C@]1(C)CN(c2ccccc2)c2ccccc21,-7.8,2.858844548,2,1,5,4.0956,0.829679674,280.4
ZINC000002019360,,CCOC(=O)Cc1ccc(-c2ccccc2)cc1,-7.8,1.424472822,2,0,4,3.4592,0.764919865,240.3
ZINC000002034186,,Nc1c2c(nc3ccc(Cl)cc13)CCCC2,-7.8,2.159455833,2,1,0,3.3492,0.75670117,232.7
ZINC000002038824,,CC(C)COc1ccc2ccccc2c1,-7.8,1.530240453,1,0,3,3.8746,0.730322533,200.3
ZINC000002047759,,COc1ccc(OC)c(CN(C)c2ccc3nc(N)nc(N)c3c2)c1,-7.8,2.276282885,7,2,5,2.4478,0.736218059,339.4
ZINC000002244337,,N[C@@H](Cc1ccc(-c2ccccc2)cc1)C(=O)O,-7.8,1.939819854,3,2,4,2.308,0.862953627,241.3
ZINC000002379515,,Cc1sc(N)c(C(=O)c2cccc(C(F)(F)F)c2)c1C,-7.8,2.256370367,2,1,2,4.19694,0.844630395,299.3
ZINC000002381588,,C=C(CCc1ccccc1)c1ccccc1,-7.8,1.654828017,0,0,4,4.3326,0.701084933,208.3
ZINC000002559949,,COc1ccc(-c2ccc(=N)n(CCCC(=O)O)n2)cc1,-7.8,2.208903334,4,2,6,1.90297,0.848998428,287.3
ZINC000002565953,,CC(C)(C)c1cc(C(C)(C)c2ccc(O)c(C(C)(C)C)c2)ccc1O,-7.8,2.36919121,2,2,2,6.0187,0.701643949,340.5
ZINC000002575699,,Cc1c(C(=O)NN2CCOCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(I)cc1,-7.8,2.62246444,4,1,4,4.73612,0.471754306,557.2
ZINC000003562014,,COc1cccc(C(=O)Nc2nc(C)cs2)c1,-7.8,1.70914639,3,1,3,2.71242,0.908201901,248.3
ZINC000003591127,,NS(=O)(=O)c1ccc(C(=O)NCc2ccccc2F)cc1,-7.8,1.668007016,3,2,4,1.4031,0.894477366,308.3
ZINC000003812939,,CN(C)CCCNc1c2ccccc2nc2cccc([N+](=O)[O-])c12,-7.8,2.245876243,5,1,6,3.6598,0.324160509,324.4
ZINC000003816405,,CC(C)c1cc(Oc2c(Cl)cc(CC(=O)O)cc2Cl)ccc1O,-7.8,2.214185182,4,2,5,5.2418,0.76954661,355.2
ZINC000003821647,,O=C(N[C@@H](Cc1ccc(-c2nccs2)cc1)C(=O)O)[C@@H](CS)Cc1ccccc1,-7.8,2.977494166,4,3,9,3.7107,0.455904384,426.6
ZINC000003830792,,C#C[C@@]1(O)CC[C@H]2[C@H]3CCc4cc(O)ccc4[C@@H]3CC[C@]21C,-7.8,3.934710448,2,2,0,3.6126,0.718001836,296.4
ZINC000003838320,,C#CCn1c(=O)c2c(nc(/C=C/c3cccc(OC)c3)n2C)n(CCCOP(=O)(O)O)c1=O,-7.8,3.064786946,8,2,9,1.2083,0.268203039,474.4
ZINC000003873160,,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,-7.8,2.492739815,5,2,8,4.2668,0.442080178,422.9
ZINC000003898703,,O=C(/C=C/c1ccccc1)c1cc(O)ccc1O,-7.8,1.917081489,3,2,3,2.9939,0.49231635,240.3
ZINC000003955689,,Cc1nc(N(C)C(=O)Cc2ccc(-c3ccccn3)cc2)sc1S(N)(=O)=O,-7.8,2.511868731,5,1,5,2.36642,0.705070322,402.5
ZINC000003979524,,Cc1nnnn1/N=C/c1ccc(O)c(C(c2ccc(O)cc2)c2cc(/C=N/n3nnnc3C)ccc2O)c1,-7.8,3.442070194,9,3,7,2.33784,0.219319738,510.5
ZINC000004082211,,C[C@]12CC[C@@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@H]1CCC2=O,-7.8,3.958573371,2,1,0,3.8792,0.686842697,288.4
ZINC000004099897,,Nc1ccc(C(=O)/C=C/c2ccc(O)cc2)cc1,-7.8,1.844340313,3,2,3,2.8705,0.491509764,239.3
ZINC000004212236,,CC(C)C(=O)Nc1cccc([C@H]2CN3CCSC3=N2)c1,-7.8,3.018103077,3,1,3,2.7406,0.930306289,289.4
ZINC000004212527,,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)/C=C/c1ccccc1,-7.8,2.293143083,4,1,5,3.93902,0.708564512,349.4
ZINC000004213260,,CC[C@H]1C(c2ccccc2)=CC[C@@H](C(=O)O)[C@H]1C,-7.8,3.435583414,2,1,3,3.8368,0.876809387,244.3
ZINC000004213768,,CC(C)[C@@H]1CC[C@@H](C)[C@@H](c2ccc(O)cc2)C1,-7.8,3.113954229,1,1,2,4.568,0.791686537,232.4
ZINC000004215009,,Cc1c(Cl)cc(C(C)C)c(O)c1Cc1c(C)c(Cl)cc(C(C)C)c1O,-7.8,2.916024491,2,2,4,6.85904,0.607371921,381.3
ZINC000004215249,,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)c3c(-c4ccccc4Cl)noc3C)[C@H]2SC1,-7.8,3.452930154,9,2,6,2.21872,0.459449495,491.9
ZINC000004215319,,CCOC(=O)COc1ccc2c(C)c(CCN(CC)CC)c(=O)oc2c1,-7.8,2.324366028,6,0,9,2.92762,0.505222737,361.4
ZINC000004216287,,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)c(C(F)(F)F)c2)CC1)(c1ccccc1)c1ccccc1,-7.8,2.792142063,3,1,7,6.1068,0.390363033,545
ZINC000004284459,,O=C(O)c1ccccc1C(c1ccc(O)cc1)c1ccc(O)cc1,-7.8,2.036428732,4,3,4,3.9762,0.635518797,320.3
ZINC000004696587,,O=C(Nc1nc(-c2ccccc2)cs1)c1ccc(Cl)cc1Cl,-7.8,1.753925555,2,1,3,5.3692,0.690733619,349.2
ZINC000004983275,,C=C1C(=O)O[C@H]2C[C@@H](C)C(/C=C\C(C)=O)=CC[C@@H]12,-7.8,4.257763169,3,0,2,2.5857,0.555332219,246.3
ZINC000005104583,,CC(C)C1=CC2=CC[C@@H]3[C@@](C)(CCC[C@@]3(C)C(=O)O)[C@@H]2C[C@@H]1O,-7.8,4.451046467,3,2,2,4.177,0.802880303,318.5
ZINC000005138771,,CC(=O)N(O)[C@H](C)/C=C/c1cccc(Oc2ccccc2)c1,-7.8,2.765634617,3,1,5,4.1183,0.666906163,297.4
ZINC000005141751,,C[C@@H](C(=O)O)c1ccc(Nc2ccccc2C(=O)O)cc1,-7.8,2.236545365,5,3,5,3.3165,0.784145773,285.3
ZINC000005273978,,N[C@H](Cc1ccc(O)cc1)C(=O)N[C@H](Cc1ccccc1)C(=O)O,-7.8,2.486336172,5,4,7,1.0741,0.607258323,328.4
ZINC000005735278,,COc1ccc(C[C@H](C)NC[C@H](O)c2ccc(O)c(CO)c2)cc1,-7.8,2.835883359,5,4,8,2.1473,0.595793618,331.4
ZINC000005759775,,O=C/C=C\c1ccc2c(c1)O[C@H](CO)[C@H](c1ccc(O)c(O)c1)O2,-7.8,3.431423546,6,3,4,2.1833,0.45218968,328.3
ZINC000005765093,,Cc1cc(C)[n+](NC(=O)c2ccc(Cl)c(S(N)(=O)=O)c2)c(C)c1,-7.8,2.759672938,3,2,3,1.58406,0.819408589,354.8
ZINC000005820249,,CCCCCCC(C)(C)c1ccc([C@@H]2CCC[C@H](O)C2)c(O)c1,-7.8,3.153950212,2,2,7,5.6587,0.636885952,318.5
ZINC000005834183,,CCCN1C[C@@H](NS(=O)(=O)NCC)C[C@@H]2Cc3c(O)cccc3C[C@H]21,-7.8,3.835787048,4,3,6,1.4038,0.709939657,367.5
ZINC000005843546,,NS(=O)(=O)c1cc(-c2nn[nH]n2)c(NCc2cccs2)cc1Cl,-7.8,2.660817406,6,3,5,1.8411,0.628502588,370.8
ZINC000005888617,,COc1cc(OC)cc(-c2nc3c(N)nc(N)nc3[nH]2)c1,-7.8,2.515217806,7,3,3,1.2015,0.660146157,286.3
ZINC000005889470,,COc1ccc(-c2nc3c(N)nc(N)nc3[nH]2)cc1OC,-7.8,2.384312982,7,3,3,1.2015,0.660146157,286.3
ZINC000006037057,,C[C@@H](O)[C@@]1(O)CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,-7.8,4.36802651,3,3,1,3.5019,0.686650723,336.5
ZINC000006093691,,NC[C@H]1c2cc(O)ccc2-c2c1ccc(O)c2O,-7.8,3.105316651,4,4,1,1.8744,0.575820435,243.3
ZINC000006093692,,NC[C@@H]1c2cc(O)ccc2-c2c1ccc(O)c2O,-7.8,3.105316651,4,4,1,1.8744,0.575820435,243.3
ZINC000006364537,,CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)C(F)(F)F,-7.8,2.862345207,3,2,8,2.3961,0.735835956,372.4
ZINC000006483435,,COc1c(/C=C/C(=O)c2ccc(O)cc2)ccc(O)c1O,-7.8,2.24660675,5,3,4,2.7081,0.456779944,286.3
ZINC000006484901,,C=C[C@H]1CN2CC[C@@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,-7.8,4.405913009,4,1,4,3.1732,0.877601618,324.4
ZINC000006507046,,CCOC(=O)c1cc2c(cn1)[nH]c1ccccc12,-7.8,2.060453296,3,1,2,2.8928,0.700564882,240.3
ZINC000006717791,,CCc1nc(-c2cccc(C)c2)c(-c2ccnc(NC(=O)c3ccccc3)c2)s1,-7.8,2.247173163,3,1,5,5.99522,0.448005638,399.5
ZINC000006844606,,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-7.8,2.672236484,2,1,6,4.4451,0.653062667,414.1
ZINC000008332572,,C[C@@H](CNC(=O)c1cnc2ccccc2n1)c1ccccc1,-7.8,2.321987726,3,1,4,3.1633,0.8030105,291.4
ZINC000008581973,,COc1ccc(-c2nn(C3CCC3)c3ncnc(N)c23)cc1OC,-7.8,2.309145021,6,1,4,2.8177,0.793312588,325.4
ZINC000008656248,,CC(=C/C(=O)O)/C=C/C=C(\C)c1cc(C(C)(C)C)cc(C(C)(C)C)c1,-7.8,2.783555142,2,1,4,6.272,0.517691759,340.5
ZINC000009761170,,CCOC(=O)c1c[nH]c2ccc(C(C)C)cc2c1=O,-7.8,2.058165216,3,1,3,2.8282,0.862134077,259.3
ZINC000011680152,,CC[C@H]1C(c2ccccc2)=CC[C@H](C(=O)O)[C@@H]1C,-7.8,3.435583414,2,1,3,3.8368,0.876809387,244.3
ZINC000012080872,,O=C(O)COc1cc(F)ccc1C(=O)NCc1nc2c(F)c(F)cc(F)c2s1,-7.8,2.589581371,5,2,6,3.2461,0.477660547,414.3
ZINC000012358989,,O=S(=O)(O)c1ccc(/N=N\c2cc(S(=O)(=O)O)c3ccccc3c2O)c2ccccc12,-7.8,2.671947174,7,3,4,4.6074,0.297981634,458.5
ZINC000012502484,,O=C(O)/C(=N\C(=O)[C@@H](CS)CCc1ccccc1)c1ccc(Cn2cnnn2)s1,-7.8,3.493408956,6,2,9,2.362,0.399096145,429.5
ZINC000012502486,,O=C(O)/C(=N\C(=O)[C@H](CS)CCc1ccccc1)c1ccc(Cn2cnnn2)s1,-7.8,3.493408956,6,2,9,2.362,0.399096145,429.5
ZINC000013108861,,COc1cc(O)c(CC=C(C)C)c(O)c1C(=O)CCc1ccc(O)cc1,-7.8,2.527443141,5,3,7,4.1362,0.512672109,356.4
ZINC000013130211,,COC(=O)c1ccc(O)c2nc3c(C=O)c(O)cc(O)c3nc12,-7.8,3.004799114,8,3,2,1.4989,0.368379289,314.3
ZINC000013137482,,O=C(O)COc1cc(F)ccc1C(=S)NCc1ccc(Br)cc1F,-7.8,2.362285252,5,2,6,3.656,0.704593018,416.2
ZINC000013311370,,C=CCc1cc(OC)c(O[C@H](C)[C@@H](O)c2ccc3c(c2)OCO3)c(OC)c1,-7.8,3.249527254,6,1,8,3.6619,0.713576262,372.4
ZINC000013321692,,CC1=C2[C@@H](O)[C@H](C(C)(C)O)CC[C@]2(C)CCC1=O,-7.8,4.179745954,3,2,1,2.2139,0.752005351,252.4
ZINC000013329153,,COC1=C(C)C(=O)c2c(cc(O)cc2C(C)C)C1=O,-7.8,2.664500328,4,1,2,2.815,0.887660712,260.3
ZINC000013374806,,O=C(/C=C/C=C/c1ccc(O)cc1)Nc1ccc(O)cc1C(=O)O,-7.8,2.304938659,5,4,5,3.0041,0.383946488,325.3
ZINC000013409173,,COc1cc(/C=C\C=C\C(=O)N2CCCCC2)ccc1O,-7.8,2.266527467,3,1,4,2.9827,0.683907972,287.4
ZINC000013444983,,NS(=O)(=O)Oc1ccc(C(=O)c2ccc(OS(N)(=O)=O)cc2)cc1,-7.8,2.178458396,7,2,6,0.0822,0.680039543,372.4
ZINC000013456778,,COc1ccc(/C=C/c2cc(OC)cc(OC)c2)cc1,-7.8,1.777276119,3,0,5,3.8828,0.771553809,270.3
ZINC000013473744,,O=C1CCCC(=O)C1=C(O)c1ccc(C(F)(F)F)cc1[N+](=O)[O-],-7.8,2.546374073,5,1,2,3.2048,0.295316424,329.2
ZINC000013480431,,O=C(O)CNC(=O)[C@@H]1CSc2ncc3c4ccccc4nc-3n21,-7.8,3.124612075,6,2,3,1.3837,0.705189592,328.4
ZINC000013560348,,OC[C@H]1O[C@@H](n2cnc3c(SCc4ccccc4)ncnc32)[C@H](O)[C@@H]1O,-7.8,3.475022419,8,3,5,0.7301,0.442448325,374.4
ZINC000013581647,,CCC(=O)NC[C@H]1Cc2ccccc2Cc2ccc(OC)cc21,-7.8,2.669589697,2,1,4,3.4519,0.939159345,309.4
ZINC000013583603,,Oc1ccc2nc(-c3ccc(O)c(O)c3)oc2c1,-7.8,2.14504348,5,3,1,2.6116,0.571704988,243.2
ZINC000013586452,,CCCC(=O)Nc1cc(-c2ccccc2)nc(-c2ccccc2)n1,-7.8,1.837121375,3,1,5,4.5492,0.750843683,317.4
ZINC000013607707,,Oc1ccc2c(c1)CCN(c1ccccc1)[C@@H]2c1ccc(N2CCN3CCCC[C@H]3C2)cc1,-7.8,3.11075148,4,1,3,5.2188,0.606126133,439.6
ZINC000013610798,,CCOc1ccc2c(c1)CC/C2=C\c1cccnc1,-7.8,2.215458284,2,0,3,3.9671,0.82317994,251.3
ZINC000013612608,,N#Cc1c(N)nc(SCCO)c(C#N)c1-c1ccc2c(c1)OCO2,-7.8,2.681584161,8,2,4,1.88726,0.808218636,340.4
ZINC000013686340,,Nc1ccc(-c2cc3cc(O)ccc3o2)cc1,-7.8,2.007437696,3,2,1,3.3876,0.623903177,225.2
ZINC000013686348,,CNc1ccc(-c2cc3cc(O)ccc3o2)cc1,-7.8,2.032404183,3,2,2,3.8471,0.713628023,239.3
ZINC000013805522,,CCCN(CCC)[C@@H]1CC=C(C#Cc2ccccc2)CC1,-7.8,3.115477334,1,0,5,4.639,0.710733307,281.4
ZINC000013815115,,Nc1nc(OCCCc2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,-7.8,3.541288635,9,4,7,0.0316,0.402298518,401.4
ZINC000013820714,,Oc1c2ccccc2nn1Cc1c[nH]c2ccccc12,-7.8,2.254864426,2,2,2,3.2715,0.582878023,263.3
ZINC000013861463,,Cn1c(-c2cccc(F)c2)nc2c(N)ncnc21,-7.8,2.2574471,4,1,1,1.7516,0.706521132,243.2
ZINC000014444470,,COc1cc(/C=C\C(=O)CC(=O)C[C@H](O)c2ccc(O)c(OC)c2)ccc1O,-7.8,2.967910616,7,3,9,2.7802,0.44849723,386.4
ZINC000014453725,,C/C1=C/CC(=O)[C@@H](C)CC[C@@H](C(C)(C)O)CC1,-7.8,4.046396005,2,1,1,3.4891,0.709986064,238.4
ZINC000014453999,,C=C1CC[C@@H]2[C@@H](C)C(=O)O[C@H]2[C@H]2C(CO)=CC[C@@H]12,-7.8,4.47212485,3,1,1,2.0689,0.570549709,248.3
ZINC000014488604,,COc1ccc2c(c1)O[C@H]1c3ccc(O[C@H]4O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]4O)cc3OC[C@H]21,-7.8,4.110874979,9,4,4,0.4836,0.545659386,432.4
ZINC000014496222,,CC(C)C1=C[C@]2(O)CC[C@H]3[C@](C)(C(=O)O)CCC[C@@]3(C)[C@@H]2CC1=O,-7.8,4.47443718,4,2,2,3.58,0.809228811,334.5
ZINC000014584374,,CCCc1cc(=O)oc2c3c(c(C(=O)[C@H](C)CC)c(O)c12)O[C@H](C(C)(C)O)C3,-7.8,3.965432667,6,2,6,3.7543,0.577729434,388.5
ZINC000014586020,,CCCc1cc(=O)oc2c(CC=C(C)C)c(O)c(C(=O)[C@@H](C)CC)c(O)c12,-7.8,3.425717494,5,2,7,4.8942,0.410164129,372.5
ZINC000014586022,,CCCc1cc(=O)oc2c(CC=C(C)C)c(O)c(C(=O)[C@H](C)CC)c(O)c12,-7.8,3.425717494,5,2,7,4.8942,0.410164129,372.5
ZINC000014632434,,c1ccc2cc(OC[C@H]3CCNC3)ccc2c1,-7.8,2.336820331,2,1,3,2.8281,0.870232744,227.3
ZINC000014642224,,COc1cc([C@@H]2OC[C@@H](Cc3ccc4c(c3)OCO4)[C@@H]2CO)ccc1O,-7.8,3.480685477,6,2,5,2.6682,0.855717267,358.4
ZINC000014643303,,COc1cc(O)c2c(c1)O[C@@H](c1cc(OC)ccc1O)[C@@H](O)C2=O,-7.8,3.220297898,7,3,3,1.7923,0.786671055,332.3
ZINC000014685555,,CC(=O)OC/C=C(C)/C=C/C=C(C)\C=C\C1=C(C)CCCC1(C)C,-7.8,3.169697893,2,0,6,6.0811,0.435997523,328.5
ZINC000014727949,,COc1ccc2c(c1)O[C@@H](c1cc(O)c(OC)c(OC)c1)CC2,-7.8,2.766794797,5,1,4,3.4843,0.935555748,316.4
ZINC000014728067,,COc1ccc([C@@H]2CC(=O)c3c(O)cc(OC)cc3O2)c(O)c1,-7.8,2.85417794,6,2,3,2.8215,0.905465554,316.3
ZINC000014757481,,COc1ccc(-c2cc(=O)c3c(O)cc(OC)c(OC)c3o2)cc1,-7.8,2.20467184,6,1,4,3.1914,0.792282696,328.3
ZINC000014758817,,COc1ccc([C@]2(O)COc3cc(O)ccc3C2=O)c(O)c1,-7.8,3.058573212,6,3,2,1.5693,0.779002055,302.3
ZINC000014819551,,COc1cc2c(cc1CC=C(C)C)[C@@H]1Oc3cc(O)ccc3[C@]1(O)CO2,-7.8,3.744372723,5,2,3,3.6232,0.824185283,354.4
ZINC000014820417,,COc1ccc2c(c1)OC[C@@]1(O)c3ccc(OC)cc3O[C@H]21,-7.8,3.281271468,5,1,2,2.4175,0.922786753,300.3
ZINC000014820485,,COc1ccc2c(c1)O[C@H]1c3ccc(O)c(OC)c3OC[C@H]21,-7.8,3.354124215,5,1,2,3.0191,0.923602879,300.3
ZINC000014822209,,COc1ccc2c(c1)O[C@@H]1c3ccc(OC)c(OC)c3OC[C@@H]21,-7.8,3.22249228,5,0,3,3.3221,0.869461268,314.3
ZINC000014824817,,COc1ccc2c3c(c4cc(OC)c(O)cc4c2c1)CN1CCC[C@@H]1[C@H]3O,-7.8,3.367288059,5,2,2,3.7272,0.677843354,365.4
ZINC000014946793,,COc1ccc2c(=O)c(-c3ccccc3)c(-n3ccnc3)oc2c1,-7.8,2.390059617,4,0,3,3.6543,0.578336456,318.3
ZINC000014956351,,CCOC(=O)C(=CNc1cccc(-c2ccccc2)c1)C(=O)OCC,-7.8,2.128430868,5,1,7,3.7756,0.359909017,339.4
ZINC000014966621,,N=C(N)/N=C(\N)SCc1cccc(C(F)(F)F)c1,-7.8,2.776058695,3,3,2,2.14677,0.570909711,276.3
ZINC000015150267,,COC(=O)C1=CO[C@@H](C)[C@@H](C=O)[C@@H]1CC(=O)OCCc1ccc(O)c(O)c1,-7.8,3.895445617,8,2,7,1.4805,0.415939952,378.4
ZINC000015150269,,COC(=O)C1=CO[C@H](C)[C@@H](C=O)[C@@H]1CC(=O)OCCc1ccc(O)c(O)c1,-7.8,3.895445617,8,2,7,1.4805,0.415939952,378.4
ZINC000015150271,,COC(=O)C1=CO[C@@H](C)[C@H](C=O)[C@@H]1CC(=O)OCCc1ccc(O)c(O)c1,-7.8,3.895445617,8,2,7,1.4805,0.415939952,378.4
ZINC000015153344,,Cc1cc2c(cc1O)[C@@H](C)CC[C@H](O)C(C)(C)O2,-7.8,3.468384279,3,2,0,3.11622,0.743487532,250.3
ZINC000015207090,,C=C(C)[C@@H]1CC[C@]2(C)CC[C@@H](O)C(=C)[C@@H]2C1,-7.8,4.316330556,1,1,1,3.696,0.668080786,220.4
ZINC000015248723,,CC1(C)CC(=O)c2c(ccc(C(=O)CCCO)c2N)O1,-7.8,2.72807477,5,2,4,1.9678,0.648390559,277.3
ZINC000015266628,,C[C@H]1CC[C@@H]2C(=CCC[C@@]2(C)C(=O)O)[C@]1(C)CC[C@@H](C)CC(=O)O,-7.8,4.373351603,4,2,6,4.7409,0.686952813,336.5
ZINC000016051832,,CC(C)c1cnc(Nc2ccc(S(N)(=O)=O)cc2)s1,-7.8,2.225581192,4,2,4,2.6575,0.908190536,297.4
ZINC000016051976,,CN1CCc2nc(C(=O)N[C@@H]3CCCC[C@H]3NC(=O)c3cc4cc(Cl)ccc4[nH]3)sc2C1,-7.8,3.461516757,4,3,4,3.7367,0.540366153,472
ZINC000016052060,,COc1ccc(N(C(=O)Nc2ccccc2Cl)c2ccnc(N[C@@H](C)C(C)(C)O)n2)cc1,-7.8,2.990677259,6,3,7,5.0801,0.4590607,455.9
ZINC000016052326,,N[C@](CS(=O)(=O)c1ccc(Oc2ccccc2)cc1)(C(=O)NO)C(F)(F)F,-7.8,3.005116282,6,3,6,2.0178,0.500725564,404.4
ZINC000016981389,,Cc1ccc(-c2nc(SCc3ccccc3)[nH]c(=O)c2CCO)cc1,-7.8,2.212370467,4,2,6,3.57242,0.525673689,352.5
ZINC000018107429,,CCOc1ccc2nc3cc(N)ccc3c(N)c2c1,-7.8,2.095418174,4,2,2,2.9511,0.543635626,253.3
ZINC000019423737,,O=C(Cc1ccc2ccccc2c1)NO,-7.8,1.726076589,2,2,2,1.8877,0.57545113,201.2
ZINC000019594549,,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,-7.8,2.530943379,6,2,3,0.6633,0.863919065,320.3
ZINC000021981290,,COc1c(C)cnc(C[S@](=O)c2nc3cc(O)ccc3[nH]2)c1C,-7.8,3.205424575,5,2,4,2.59674,0.767013647,331.4
ZINC000025976490,,Oc1cccc([C@@H]2CC[C@@H]3CCCCN3C2)c1,-7.8,2.757030473,2,1,1,3.1241,0.802390304,231.3
ZINC000026007998,,Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)c[n+]1[O-],-7.8,2.610991036,4,0,3,3.41432,0.51976561,374.8
ZINC000026488883,,CCCN1CC[C@H](c2cccc(C(F)(F)F)c2)C1,-7.8,2.452841574,1,0,3,3.9047,0.793322073,257.3
ZINC000026657560,,c1ccc([C@H]2CO[C@@]3(CCCN[C@H]3c3ccccc3)C2)cc1,-7.8,3.761428374,2,1,2,4.054,0.901513685,293.4
ZINC000027090461,,CN1CCN=C1c1cccc(Oc2cc(Oc3cc(C(=N)N)ccc3O)c(F)c(N(C)CC(=O)O)c2F)c1,-7.8,3.207666956,8,4,9,3.75187,0.244226768,525.5
ZINC000027527301,,N=C(N)c1ccc(-c2ccc(-c3ccc(C(=N)N)cn3)o2)nc1,-7.8,2.61238782,5,4,4,1.97174,0.430852431,306.3
ZINC000027619849,,N#Cc1cc(-c2ccccc2)nnc1NCCN1CCOCC1,-7.8,2.315740678,6,1,5,1.75938,0.906963442,309.4
ZINC000027646798,,Oc1cccc(-c2nc(N3CCOCC3)c3sccc3n2)c1,-7.8,2.340032233,5,1,2,2.9005,0.788121487,313.4
ZINC000027715411,,C1=C(c2ccccn2)CC[C@H](N2CCN(c3ccccn3)CC2)C1,-7.8,2.857189721,4,0,3,3.2347,0.86895861,320.4
ZINC000028381356,,C[C@H]1CCC[C@@H](Oc2cccc3ccc(N)nc23)C1,-7.8,2.950902709,3,1,2,3.7745,0.889248727,256.3
ZINC000028383638,,C[C@H]1CCCC[C@@H]1Oc1cccc2ccc(N)nc12,-7.8,2.961158933,3,1,2,3.7745,0.889248727,256.3
ZINC000028460292,,C/C=C\c1cc(O)cc2nc(-c3ccc(O)cc3)oc12,-7.8,2.596567617,4,2,2,3.9391,0.73764981,267.3
ZINC000028708094,,CCCC[C@H](c1ccccc1)N1CCC(O)(c2ccccc2)CC1,-7.8,2.554698292,2,1,6,4.9015,0.816938726,323.5
ZINC000028818268,,O=C(CN1C(=O)[C@@H](NC(=O)c2cc3cc(Cl)sc3[nH]2)Cc2ccccc21)NCCO,-7.8,3.226302534,4,4,6,1.679,0.460841697,446.9
ZINC000028819428,,CN(C)[C@H]1CC=C(c2c[nH]c3ccccc23)CC1,-7.8,2.846112284,1,1,2,3.6654,0.848335819,240.3
ZINC000028821762,,CN(C)CCc1cccc(-c2ccccc2)c1,-7.8,1.518055279,1,0,4,3.4577,0.769958415,225.3
ZINC000028900209,,CCNC(=O)c1cnc(-c2ccc(C)cc2)c(-c2ccc(C)cc2)n1,-7.8,2.01386077,3,1,4,4.17714,0.780180061,331.4
ZINC000028973446,,O=C(O)[C@H]1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O,-7.8,2.78265422,3,2,2,2.5827,0.836206279,314.7
ZINC000028978979,,COc1ccc2oc(=O)c(CCC(=O)NO)cc2c1,-7.8,2.228469843,5,2,4,1.2396,0.491906918,263.2
ZINC000029056035,,CC[C@@]1(c2cccc(O)c2)CCCCN(CCN2CCCC[C@@](CC)(c3cccc(O)c3)C2)C1,-7.8,3.544428732,4,2,7,6.0654,0.522383227,464.7
ZINC000029333292,,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CC[C@H](N)C3)nc21,-7.8,3.0100868,6,2,3,0.7911,0.866876769,320.3
ZINC000029464707,,CC(C)c1cc(C(=O)Nc2ccccc2)c(O)c(O)c1O,-7.8,2.069458195,4,4,3,3.1791,0.652618781,287.3
ZINC000029550434,,CC(C)(c1cccnc1)[C@H](Cl)c1ccccc1,-7.8,2.694483114,1,0,3,4.3393,0.733429321,245.8
